CityType,EmployeeName,Date,Amount
Moderately Expensive City,Emily Sweeting,7/20/2011,46.43
Moderately Expensive City,Emily Sweeting,7/21/2011,48.6
Inexpensive City,Sophia Aubrey,7/21/2011,17.61
Moderately Expensive City,Stephen Maturin,7/21/2011,38.94
Moderately Expensive City,William Babbington,7/21/2011,46.43
Moderately Expensive City,Ebenezer Graham,7/22/2011,35.12
Inexpensive City,Molly Harte,7/22/2011,24.71
Moderately Expensive City,Nathaniel Martin,7/22/2011,56.6
Expensive City,Nathaniel Martin,7/25/2011,90.76
Inexpensive City,Sophia Aubrey,7/25/2011,32.46
Inexpensive City,Stephen Maturin,7/25/2011,19.68
Expensive City,Molly Harte,7/26/2011,70.77
Inexpensive City,Nathaniel Martin,7/26/2011,25.81
Expensive City,Stephen Maturin,7/26/2011,94.71
Moderately Expensive City,William Babbington,7/26/2011,36.98
Inexpensive City,William Mowett,7/26/2011,26.6
Inexpensive City,Diana Villiers,7/27/2011,19.65
Moderately Expensive City,Molly Harte,7/27/2011,46.66
Expensive City,Sophia Aubrey,7/27/2011,99.45
Moderately Expensive City,William Babbington,7/27/2011,31.72
Expensive City,Stephen Maturin,7/28/2011,93.42
Expensive City,William Babbington,7/28/2011,87.88
Expensive City,Barret Bonden,7/29/2011,64.23
Inexpensive City,Clarissa Oakes,7/29/2011,16.31
Inexpensive City,Diana Villiers,7/29/2011,12.51
Inexpensive City,Molly Harte,7/29/2011,30.34
Moderately Expensive City,William Babbington,7/29/2011,32.64
Expensive City,William Mowett,7/29/2011,61.19
Inexpensive City,Ebenezer Graham,8/1/2011,27.98
Inexpensive City,Jack Aubrey,8/1/2011,18.86
Moderately Expensive City,Molly Harte,8/1/2011,27.45
Inexpensive City,Sophia Aubrey,8/1/2011,31.49
Expensive City,William Mowett,8/1/2011,100.71
Expensive City,Clarissa Oakes,8/2/2011,87.55
Expensive City,Diana Villiers,8/2/2011,111.79
Moderately Expensive City,Molly Harte,8/2/2011,54.1
Inexpensive City,Stephen Maturin,8/2/2011,38.09
Expensive City,Emily Sweeting,8/3/2011,79.97
Moderately Expensive City,Jack Aubrey,8/3/2011,29.32
Inexpensive City,William Babbington,8/3/2011,27.8
Moderately Expensive City,William Babbington,8/3/2011,15.98
Inexpensive City,Clarissa Oakes,8/4/2011,31.46
Inexpensive City,Ebenezer Graham,8/4/2011,25.05
Moderately Expensive City,Stephen Maturin,8/4/2011,50.21
Inexpensive City,Stephen Maturin,8/4/2011,24.92
Inexpensive City,Barret Bonden,8/5/2011,26.54
Moderately Expensive City,Sophia Aubrey,8/5/2011,28.63
Moderately Expensive City,William Mowett,8/5/2011,56.34
Expensive City,Clarissa Oakes,8/8/2011,94.15
Moderately Expensive City,Sophia Aubrey,8/8/2011,22.84
Inexpensive City,Stephen Maturin,8/8/2011,29.19
Inexpensive City,William Mowett,8/8/2011,20.47
Moderately Expensive City,Ebenezer Graham,8/10/2011,41.01
Moderately Expensive City,Molly Harte,8/10/2011,42.86
Expensive City,William Mowett,8/10/2011,97.35
Expensive City,Clarissa Oakes,8/11/2011,102.09
Moderately Expensive City,Molly Harte,8/11/2011,45.93
Moderately Expensive City,Stephen Maturin,8/11/2011,40.66
Moderately Expensive City,Barret Bonden,8/12/2011,42.36
Inexpensive City,Emily Sweeting,8/12/2011,23.67
Inexpensive City,Molly Harte,8/12/2011,22.63
Moderately Expensive City,Diana Villiers,8/15/2011,36.47
Expensive City,Ebenezer Graham,8/15/2011,67.48
Expensive City,Jack Aubrey,8/15/2011,70.07
Moderately Expensive City,Jack Aubrey,8/15/2011,26.1
Moderately Expensive City,Nathaniel Martin,8/15/2011,22.53
Inexpensive City,Sophia Aubrey,8/15/2011,20.88
Expensive City,William Mowett,8/15/2011,81.17
Moderately Expensive City,Clarissa Oakes,8/16/2011,46.44
Expensive City,Emily Sweeting,8/16/2011,114.5
Inexpensive City,Sophia Aubrey,8/16/2011,28.17
Moderately Expensive City,Diana Villiers,8/17/2011,36.14
Expensive City,Diana Villiers,8/17/2011,85.17
Moderately Expensive City,Sophia Aubrey,8/17/2011,45.06
Expensive City,Ebenezer Graham,8/18/2011,94.09
Moderately Expensive City,Emily Sweeting,8/18/2011,29.73
Inexpensive City,Sophia Aubrey,8/18/2011,14.77
Expensive City,William Babbington,8/18/2011,65.4
Moderately Expensive City,Diana Villiers,8/19/2011,47.47
Expensive City,Nathaniel Martin,8/19/2011,93.25
Inexpensive City,Barret Bonden,8/22/2011,32.57
Expensive City,Clarissa Oakes,8/22/2011,39.67
Expensive City,Jack Aubrey,8/22/2011,108.01
Expensive City,William Babbington,8/22/2011,63.71
Moderately Expensive City,Diana Villiers,8/23/2011,42.47
Inexpensive City,Diana Villiers,8/23/2011,36.58
Inexpensive City,Ebenezer Graham,8/23/2011,25.51
Inexpensive City,Sophia Aubrey,8/23/2011,22.34
Inexpensive City,William Mowett,8/23/2011,22.55
Expensive City,William Mowett,8/23/2011,132.68
Moderately Expensive City,Barret Bonden,8/24/2011,41.89
Expensive City,Diana Villiers,8/24/2011,86.45
Moderately Expensive City,Jack Aubrey,8/24/2011,42.97
Moderately Expensive City,Sophia Aubrey,8/24/2011,47.43
Expensive City,Barret Bonden,8/25/2011,107.34
Moderately Expensive City,Emily Sweeting,8/25/2011,39.18
Expensive City,Emily Sweeting,8/25/2011,75.71
Moderately Expensive City,Sophia Aubrey,8/25/2011,48.51
Inexpensive City,Clarissa Oakes,8/26/2011,19.71
Expensive City,Clarissa Oakes,8/26/2011,96.29
Expensive City,Diana Villiers,8/26/2011,73.54
Expensive City,Emily Sweeting,8/26/2011,93.64
Expensive City,Nathaniel Martin,8/26/2011,120.31
Moderately Expensive City,Sophia Aubrey,8/26/2011,39.36
Inexpensive City,Sophia Aubrey,8/26/2011,33.71
Expensive City,Barret Bonden,8/29/2011,68.05
Moderately Expensive City,Clarissa Oakes,8/29/2011,41.86
Expensive City,Jack Aubrey,8/29/2011,65.51
Moderately Expensive City,Molly Harte,8/29/2011,27.59
Moderately Expensive City,Nathaniel Martin,8/29/2011,45.19
Expensive City,William Babbington,8/29/2011,62.88
Moderately Expensive City,Diana Villiers,8/30/2011,52.78
Inexpensive City,Diana Villiers,8/30/2011,23.19
Moderately Expensive City,Molly Harte,8/30/2011,30.75
Inexpensive City,Nathaniel Martin,8/30/2011,21.35
Inexpensive City,Sophia Aubrey,8/30/2011,22.51
Moderately Expensive City,Diana Villiers,8/31/2011,41.75
Inexpensive City,Ebenezer Graham,8/31/2011,20.71
Expensive City,Ebenezer Graham,8/31/2011,120.08
Inexpensive City,William Mowett,8/31/2011,19.66
Expensive City,Clarissa Oakes,9/1/2011,60.32
Expensive City,Emily Sweeting,9/1/2011,84.91
Expensive City,Sophia Aubrey,9/1/2011,98.79
Expensive City,Clarissa Oakes,9/2/2011,67.33
Inexpensive City,Diana Villiers,9/2/2011,21.6
Expensive City,Ebenezer Graham,9/2/2011,127.09
Moderately Expensive City,Jack Aubrey,9/2/2011,44.97
Expensive City,Molly Harte,9/2/2011,113.77
Expensive City,William Mowett,9/2/2011,81.95
Inexpensive City,Emily Sweeting,9/6/2011,16.36
Moderately Expensive City,Jack Aubrey,9/6/2011,48.87
Inexpensive City,Molly Harte,9/6/2011,19.58
Inexpensive City,Barret Bonden,9/7/2011,31.6
Expensive City,William Babbington,9/7/2011,90.37
Inexpensive City,William Mowett,9/7/2011,18.19
Inexpensive City,Barret Bonden,9/8/2011,29.79
Expensive City,Clarissa Oakes,9/8/2011,71.86
Moderately Expensive City,Diana Villiers,9/8/2011,42.18
Moderately Expensive City,Molly Harte,9/8/2011,29.05
Expensive City,Nathaniel Martin,9/8/2011,71.14
Inexpensive City,Stephen Maturin,9/8/2011,31.5
Moderately Expensive City,William Mowett,9/8/2011,31.13
Expensive City,William Babbington,9/9/2011,118.84
Inexpensive City,William Mowett,9/9/2011,22.24
Expensive City,Jack Aubrey,9/12/2011,99.28
Moderately Expensive City,Nathaniel Martin,9/12/2011,43.75
Inexpensive City,Clarissa Oakes,9/13/2011,33.04
Expensive City,Emily Sweeting,9/13/2011,71.93
Expensive City,Jack Aubrey,9/13/2011,85.15
Expensive City,Diana Villiers,9/14/2011,89.27
Moderately Expensive City,Diana Villiers,9/14/2011,34.52
Moderately Expensive City,Molly Harte,9/14/2011,50.02
Inexpensive City,Nathaniel Martin,9/14/2011,21.3
Expensive City,Diana Villiers,9/15/2011,82.01
Inexpensive City,William Babbington,9/15/2011,17.97
Moderately Expensive City,Barret Bonden,9/16/2011,45.67
Expensive City,Clarissa Oakes,9/16/2011,81.86
Inexpensive City,Diana Villiers,9/16/2011,26.87
Expensive City,Emily Sweeting,9/16/2011,64.76
Moderately Expensive City,Jack Aubrey,9/16/2011,30.41
Moderately Expensive City,William Mowett,9/16/2011,55.41
Expensive City,William Mowett,9/19/2011,70.06
Expensive City,Barret Bonden,9/20/2011,84.67
Inexpensive City,Diana Villiers,9/20/2011,27.7
Moderately Expensive City,Emily Sweeting,9/20/2011,35.65
Moderately Expensive City,Nathaniel Martin,9/20/2011,38.9
Inexpensive City,Diana Villiers,9/21/2011,18.43
Moderately Expensive City,Ebenezer Graham,9/21/2011,44.33
Moderately Expensive City,Molly Harte,9/21/2011,53.82
Moderately Expensive City,Diana Villiers,9/22/2011,46.99
Expensive City,Ebenezer Graham,9/22/2011,79.49
Expensive City,Sophia Aubrey,9/22/2011,119.08
Expensive City,Diana Villiers,9/23/2011,89.44
Moderately Expensive City,Ebenezer Graham,9/23/2011,42.61
Inexpensive City,Nathaniel Martin,9/23/2011,22.57
Expensive City,Nathaniel Martin,9/23/2011,81.57
Inexpensive City,Barret Bonden,9/26/2011,20.9
Moderately Expensive City,Barret Bonden,9/26/2011,48.35
Moderately Expensive City,Diana Villiers,9/26/2011,50.55
Moderately Expensive City,Jack Aubrey,9/26/2011,42.72
Expensive City,Nathaniel Martin,9/26/2011,82.3
Inexpensive City,Stephen Maturin,9/26/2011,29.96
Expensive City,William Babbington,9/26/2011,96.01
Expensive City,Jack Aubrey,9/27/2011,76.04
Moderately Expensive City,William Mowett,9/27/2011,44.41
Moderately Expensive City,Ebenezer Graham,9/28/2011,25.96
Expensive City,Jack Aubrey,9/28/2011,128.79
Inexpensive City,Sophia Aubrey,9/28/2011,29.37
Moderately Expensive City,Barret Bonden,9/30/2011,32.91
Expensive City,Clarissa Oakes,9/30/2011,76.83
Expensive City,Ebenezer Graham,9/30/2011,78.44
Moderately Expensive City,Ebenezer Graham,9/30/2011,22.6
Moderately Expensive City,Jack Aubrey,9/30/2011,52.79
Inexpensive City,Sophia Aubrey,9/30/2011,17.06
Inexpensive City,Clarissa Oakes,10/3/2011,24
Inexpensive City,Molly Harte,10/3/2011,33.28
Moderately Expensive City,William Babbington,10/3/2011,24.27
Inexpensive City,Clarissa Oakes,10/4/2011,23.85
Inexpensive City,Ebenezer Graham,10/4/2011,23.15
Inexpensive City,Jack Aubrey,10/4/2011,23.85
Expensive City,Molly Harte,10/4/2011,56.76
Inexpensive City,Stephen Maturin,10/4/2011,26.55
Moderately Expensive City,Clarissa Oakes,10/5/2011,23.25
Moderately Expensive City,Nathaniel Martin,10/5/2011,45.31
Inexpensive City,Jack Aubrey,10/6/2011,21.28
Moderately Expensive City,Nathaniel Martin,10/6/2011,38.51
Moderately Expensive City,Sophia Aubrey,10/6/2011,43.8
Moderately Expensive City,Stephen Maturin,10/6/2011,25.55
Expensive City,Stephen Maturin,10/6/2011,73.45
Inexpensive City,William Babbington,10/6/2011,18.2
Expensive City,Clarissa Oakes,10/7/2011,80.57
Moderately Expensive City,Diana Villiers,10/7/2011,28.07
Inexpensive City,Ebenezer Graham,10/7/2011,24.29
Inexpensive City,Jack Aubrey,10/7/2011,21.18
Moderately Expensive City,Molly Harte,10/7/2011,46.38
Inexpensive City,William Babbington,10/7/2011,14.92
Inexpensive City,William Mowett,10/7/2011,16.97
Inexpensive City,Diana Villiers,10/10/2011,14.03
Expensive City,Emily Sweeting,10/10/2011,111.42
Moderately Expensive City,Jack Aubrey,10/10/2011,36.78
Inexpensive City,Nathaniel Martin,10/10/2011,22.74
Expensive City,Nathaniel Martin,10/10/2011,113.42
Inexpensive City,Stephen Maturin,10/10/2011,30.85
Expensive City,Stephen Maturin,10/10/2011,85.64
Inexpensive City,Emily Sweeting,10/12/2011,26.2
Moderately Expensive City,Nathaniel Martin,10/12/2011,31.87
Expensive City,Sophia Aubrey,10/12/2011,91.35
Expensive City,Ebenezer Graham,10/14/2011,73.46
Expensive City,Jack Aubrey,10/14/2011,111.09
Inexpensive City,Nathaniel Martin,10/14/2011,38.34
Moderately Expensive City,Diana Villiers,10/17/2011,50.99
Expensive City,Clarissa Oakes,10/18/2011,78
Inexpensive City,Jack Aubrey,10/18/2011,31.6
Expensive City,Nathaniel Martin,10/18/2011,85.01
Inexpensive City,Sophia Aubrey,10/18/2011,22.93
Moderately Expensive City,William Mowett,10/18/2011,52.33
Expensive City,William Mowett,10/18/2011,72.09
Inexpensive City,Barret Bonden,10/19/2011,30.26
Expensive City,Emily Sweeting,10/19/2011,62.75
Expensive City,William Babbington,10/19/2011,103.7
Expensive City,Barret Bonden,10/24/2011,81.26
Inexpensive City,Molly Harte,10/24/2011,21.48
Inexpensive City,Stephen Maturin,10/24/2011,17.8
Expensive City,Stephen Maturin,10/24/2011,97.85
Expensive City,Diana Villiers,10/25/2011,91.83
Inexpensive City,Ebenezer Graham,10/25/2011,15.56
Expensive City,Ebenezer Graham,10/26/2011,94.57
Inexpensive City,Molly Harte,10/26/2011,20.68
Moderately Expensive City,Barret Bonden,10/27/2011,25.19
Moderately Expensive City,Clarissa Oakes,10/27/2011,26.42
Inexpensive City,Molly Harte,10/27/2011,25.27
Inexpensive City,Sophia Aubrey,10/27/2011,27.85
Moderately Expensive City,William Mowett,10/27/2011,43
Moderately Expensive City,Barret Bonden,10/28/2011,38.45
Expensive City,Jack Aubrey,10/28/2011,96.68
Moderately Expensive City,Nathaniel Martin,10/28/2011,60.39
Inexpensive City,William Babbington,10/28/2011,28.75
Inexpensive City,Diana Villiers,11/2/2011,32.56
Moderately Expensive City,Sophia Aubrey,11/2/2011,45.08
Inexpensive City,Stephen Maturin,11/2/2011,27.45
Moderately Expensive City,Diana Villiers,11/3/2011,36.68
Moderately Expensive City,Emily Sweeting,11/3/2011,43.72
Inexpensive City,Emily Sweeting,11/3/2011,24.12
Inexpensive City,William Mowett,11/3/2011,17.3
Moderately Expensive City,Ebenezer Graham,11/4/2011,30.17
Expensive City,Jack Aubrey,11/4/2011,61.6
Expensive City,Nathaniel Martin,11/4/2011,92.96
Inexpensive City,William Babbington,11/4/2011,16.64
Inexpensive City,Barret Bonden,11/7/2011,23.33
Expensive City,Emily Sweeting,11/7/2011,98.93
Moderately Expensive City,Stephen Maturin,11/7/2011,58.08
Expensive City,Stephen Maturin,11/7/2011,96.53
Expensive City,William Babbington,11/7/2011,93.39
Moderately Expensive City,Barret Bonden,11/9/2011,52.17
Moderately Expensive City,Molly Harte,11/9/2011,32.6
Inexpensive City,Stephen Maturin,11/9/2011,23.67
Moderately Expensive City,William Babbington,11/9/2011,45.16
Expensive City,Barret Bonden,11/10/2011,83.07
Moderately Expensive City,Sophia Aubrey,11/10/2011,43.58
Expensive City,Stephen Maturin,11/10/2011,73.25
Inexpensive City,William Mowett,11/10/2011,24.41
Inexpensive City,Clarissa Oakes,11/14/2011,19.15
Inexpensive City,Ebenezer Graham,11/14/2011,19.67
Expensive City,Ebenezer Graham,11/14/2011,94.97
Moderately Expensive City,Emily Sweeting,11/14/2011,39.45
Expensive City,Jack Aubrey,11/14/2011,69.44
Expensive City,Molly Harte,11/14/2011,105.32
Inexpensive City,Stephen Maturin,11/14/2011,18.68
Inexpensive City,William Babbington,11/14/2011,29.2
Moderately Expensive City,William Babbington,11/14/2011,43.24
Expensive City,Barret Bonden,11/15/2011,64.54
Inexpensive City,Diana Villiers,11/15/2011,31.53
Expensive City,Molly Harte,11/15/2011,93.86
Expensive City,Stephen Maturin,11/15/2011,99.95
Moderately Expensive City,Barret Bonden,11/16/2011,34.86
Expensive City,Stephen Maturin,11/16/2011,98.57
Inexpensive City,William Babbington,11/16/2011,28.49
Moderately Expensive City,William Mowett,11/16/2011,30.21
Expensive City,Diana Villiers,11/17/2011,117.33
Moderately Expensive City,Molly Harte,11/17/2011,47.19
Expensive City,Sophia Aubrey,11/17/2011,72.23
Expensive City,William Mowett,11/17/2011,127.04
Expensive City,Ebenezer Graham,11/18/2011,120.19
Inexpensive City,Nathaniel Martin,11/18/2011,23.99
Moderately Expensive City,Barret Bonden,11/21/2011,40.9
Expensive City,Ebenezer Graham,11/21/2011,94.85
Inexpensive City,Molly Harte,11/21/2011,29.73
Inexpensive City,Emily Sweeting,11/22/2011,27.53
Inexpensive City,Nathaniel Martin,11/22/2011,16.26
Inexpensive City,William Babbington,11/22/2011,22.94
Moderately Expensive City,Barret Bonden,11/23/2011,32.98
Moderately Expensive City,Ebenezer Graham,11/23/2011,14.7
Moderately Expensive City,Emily Sweeting,11/23/2011,43.73
Moderately Expensive City,Clarissa Oakes,11/25/2011,40.92
Expensive City,Emily Sweeting,11/25/2011,149.56
Expensive City,Stephen Maturin,11/25/2011,113.5
Inexpensive City,Stephen Maturin,11/25/2011,24.19
Moderately Expensive City,Stephen Maturin,11/25/2011,34.53
Inexpensive City,William Mowett,11/25/2011,19.04
Inexpensive City,Diana Villiers,11/28/2011,35.26
Moderately Expensive City,Emily Sweeting,11/28/2011,40.73
Expensive City,Sophia Aubrey,11/28/2011,97.57
Expensive City,Emily Sweeting,11/29/2011,60.06
Expensive City,Clarissa Oakes,11/30/2011,115.64
Expensive City,Ebenezer Graham,11/30/2011,73.62
Inexpensive City,Molly Harte,11/30/2011,28
Inexpensive City,Stephen Maturin,11/30/2011,33.19
Moderately Expensive City,Clarissa Oakes,12/1/2011,29.1
Moderately Expensive City,Ebenezer Graham,12/1/2011,48.13
Inexpensive City,Jack Aubrey,12/1/2011,30.02
Expensive City,Nathaniel Martin,12/1/2011,105.62
Moderately Expensive City,Diana Villiers,12/2/2011,37.97
Inexpensive City,Emily Sweeting,12/2/2011,27.14
Expensive City,Nathaniel Martin,12/2/2011,94.89
Inexpensive City,Sophia Aubrey,12/2/2011,33.31
Expensive City,Sophia Aubrey,12/2/2011,79.72
Inexpensive City,Ebenezer Graham,12/5/2011,21.93
Expensive City,Jack Aubrey,12/5/2011,113.1
Inexpensive City,Barret Bonden,12/6/2011,28.87
Expensive City,Nathaniel Martin,12/6/2011,111.78
Expensive City,William Mowett,12/6/2011,91.62
Inexpensive City,Barret Bonden,12/7/2011,26.74
Expensive City,Barret Bonden,12/7/2011,61.36
Expensive City,Molly Harte,12/7/2011,98.44
Expensive City,Emily Sweeting,12/8/2011,89.78
Inexpensive City,Barret Bonden,12/9/2011,37.19
Moderately Expensive City,Molly Harte,12/9/2011,50.12
Expensive City,Stephen Maturin,12/9/2011,67.19
Inexpensive City,Stephen Maturin,12/9/2011,18.84
Moderately Expensive City,William Mowett,12/9/2011,44.69
Moderately Expensive City,Diana Villiers,12/12/2011,57.49
Moderately Expensive City,Ebenezer Graham,12/12/2011,63.25
Inexpensive City,Jack Aubrey,12/12/2011,21.3
Moderately Expensive City,Jack Aubrey,12/12/2011,27.58
Moderately Expensive City,Jack Aubrey,12/13/2011,35.35
Moderately Expensive City,William Mowett,12/13/2011,47.5
Expensive City,Barret Bonden,12/14/2011,95.78
Expensive City,Clarissa Oakes,12/14/2011,54.22
Moderately Expensive City,Jack Aubrey,12/14/2011,27.13
Moderately Expensive City,Molly Harte,12/14/2011,31.64
Expensive City,William Babbington,12/14/2011,92.97
Moderately Expensive City,Barret Bonden,12/15/2011,65.69
Inexpensive City,Diana Villiers,12/15/2011,18.86
Expensive City,Jack Aubrey,12/15/2011,92.04
Expensive City,Sophia Aubrey,12/15/2011,88.59
Expensive City,Stephen Maturin,12/15/2011,111.88
Inexpensive City,Nathaniel Martin,12/16/2011,31.46
Moderately Expensive City,William Mowett,12/16/2011,36.13
Expensive City,Clarissa Oakes,12/19/2011,68.72
Expensive City,Diana Villiers,12/19/2011,116.02
Moderately Expensive City,Molly Harte,12/19/2011,44.52
Inexpensive City,Nathaniel Martin,12/19/2011,30.87
Inexpensive City,Sophia Aubrey,12/19/2011,23.6
Moderately Expensive City,William Mowett,12/19/2011,35.45
Inexpensive City,Clarissa Oakes,12/21/2011,29.09
Moderately Expensive City,Ebenezer Graham,12/21/2011,42.95
Expensive City,Diana Villiers,12/22/2011,64.97
Expensive City,Emily Sweeting,12/22/2011,90.14
Expensive City,Molly Harte,12/22/2011,109.11
Inexpensive City,Nathaniel Martin,12/22/2011,28.84
Expensive City,Sophia Aubrey,12/22/2011,77.63
Moderately Expensive City,Stephen Maturin,12/22/2011,38.98
Moderately Expensive City,William Mowett,12/22/2011,50.54
Moderately Expensive City,Sophia Aubrey,12/23/2011,28.8
Inexpensive City,William Mowett,12/23/2011,25.6
Expensive City,Barret Bonden,12/26/2011,72.01
Expensive City,William Babbington,12/26/2011,105.57
Inexpensive City,Diana Villiers,12/27/2011,20.62
Moderately Expensive City,Jack Aubrey,12/27/2011,42.52
